315,Ironforge,0
316,Kharanos,0
317,Anvilmar,0
318,Loch Modan,0
321,Tear of Tilloa,0
323,Arcanite Lode,0
324,Small Thorium Vein,0
331,Loose Soil,0
333,Ancient Relic,0
334,Ancient Relic,0
369,Thunder Ale,0
372,Battleground Shield,0
375,Tirisfal Pumpkin,0
376,Dun Modr,0
377,Menethil,0
378,Loch Modan,0
379,Loch Modan,0
380,Menethil,0
381,Grim Batol,0
382,Dun Modr,0
386,Metal Mace,0
387,Loch Modan,0
388,Arathi Highlands,0
389,Dun Modr,0
759,The Holy Spring,0
965,Black Smoke - scale 2,0
1162,Menethil Harbor,0
1165,Gunther's Books,0
1166,Alexston's Chest,0
1557,Lillith's Dinner Table,0
1558,Candle of Beckoning,0
1560,Storage Chest,0
1561,Sealed Crate,0
1562,Marshal Haggard's Chest,0
1564,Ironforge,0
1565,Loch Modan,0
1566,Kharanos,0
1567,Loch Modan,0
1568,Loch Modan,0
1569,Ironforge,0
1570,Kharanos,0
1571,Dusty Spellbooks,0
1572,Kharanos,0
1573,Kharanos,0
1585,Explosive Charge,0
1586,Crate of Candles,0
1587,Turkey Leg,0
1594,Berard's Bookshelf,0
1595,Westbrook Garrison,0
1596,Westfall,0
1597,Stormwind City,0
1598,Goldshire,0
1603,Little Flame Emitter,0
1604,Black Smoke Emitter,0
1605,White Smoke Emitter,0
1607,Big Flame Emitter,0
1609,Dragonmaw Catapult,0
1610,Incendicite Mineral Vein,0
1617,Silverleaf,0
1618,Peacebloom,0
1619,Earthroot,0
1620,Mageroyal,0
1621,Briarthorn,0
1622,Bruiseweed,0
1623,Wild Steelbloom,0
1624,Kingsblood,0
1627,Dalaran Crate,0
1628,Grave Moss,0
1630,Brill,0
1633,Brill,0
1634,Agamand Mills,0
1639,Deathknell,0
1643,Brill,0
1644,Agamand Mills,0
1645,Deathknell,0
1646,Silverpine,0
1647,Deathknell,0
1648,Agamand Mills,0
1649,Monastery,0
1650,Plaguelands,0
1651,Deathknell,0
1652,Brill,0
1653,Silverpine,0
1654,Silverpine,0
1655,Monastery,0
1656,Plaguelands,0
1657,Monastery,0
1658,Brill,0
1659,Plaguelands,0
1660,Silverpine,0
1661,The Undercity,0
1662,The Undercity,0
1663,The Undercity,0
1664,The Undercity,0
1665,The Undercity,0
1666,The Undercity,0
1667,Incendicite Mineral Vein,0
1668,Dun Algaz,0
1669,Dun Algaz,0
1670,Barrel of Powder,0
1673,Fel Cone,0
1674,Gnomeregan,0
1675,The Sepulcher,0
1676,Pyrewood Village,0
1677,Tirisfal,0
1678,Ambermill,0
1679,Pyrewood Village,0
1680,Shadowfang Keep,0
1681,Tirisfal,0
1682,Quest Chest,0
1684,Blacksmith's Anvil,0
1685,Forge,0
1686,The Sepulcher,0
1687,The Sepulcher,0
1688,Tirisfal,0
1689,Ambermill,0
1690,Pyrewood,0
1691,Shadowfang Keep,0
1692,Deep Elem Mine,0
1693,Ambermill,0
1694,The Sepulcher,0
1695,Pyrewood Village,0
1696,Shadowfang Keep,0
1697,Tirisfal,0
1698,Gilneas,0
1699,Hillsbrad Plains,0
1700,Pyrewood Village,0
1701,Shadowfang Keep,0
1702,The Sepulcher,0
1703,Gilneas,0
1704,Hillsbrad Plains,0
1705,Pyrewood Village,0
1706,Shadowfang Keep,0
1707,Gilneas,0
1708,Ambermill,0
1709,The Sepulcher,0
1710,Hillsbrad Foothills,0
1711,Gilneas,0
1712,Ambermill,0
1713,Hillsbrad Plains,0
1714,Pyrewood Village,0
1715,Shadowfang Keep,0
1719,Orc Lock,0
1721,Locked ball and chain,0
1722,Locked ball and chain,0
1723,Mudsnout Blossom,0
1726,Missing!,0
1727,Keg of Shindigger Stout,0
1728,Dusty Rug,0
1729,Tainted Keg,0
1730,Tainted Keg Smoke,0
1731,Copper Vein,0
1732,Tin Vein,0
1733,Silver Vein,0
1734,Gold Vein,0
1735,Iron Deposit,0
1736,Shipment of Iron,0
1740,Syndicate Documents,0
1743,Forge,0
1744,Anvil,0
1745,Forge,0
1748,Anvil,0
1749,Forge,0
1759,Hillsbrad Town Registry,0
1760,Weathered Bookcase,0
1761,Hillsbrad Proclamation,0
1764,Locked ball and chain,0
1765,Worn Wooden Chest,0
1766,Fire,0
1767,Helcular's Grave,0
1768,Flame of Azel,0
1769,Flame of Veraz,0
1770,Flame of Uzel,0
1771,Southshore,0
1772,Tarren Mill,0
1773,Hillsbrad,0
1774,Silverpine Forest,0
1775,Tarren Mill,0
1776,Durnholde Keep,0
1777,Silverpine Forest,0
1778,Hillsbrad,0
1779,Southshore,0
1780,Tarren Mill,0
1781,Alterac Mountains,0
1782,Hillsbrad,0
1783,Southshore,0
1784,Dun Garok,0
1785,Durnholde Keep,0
1786,Dun Garok,0
1787,Arathi Highlands,0
1788,Southshore,0
1789,Tarren Mill,0
1790,Durnholde Keep,0
1791,Arathi Highlands,0
1792,Durnholde Keep,0
1793,Dun Garok,0
1794,Tarren Mill,0
1795,Southshore,0
1796,Anvil,0
1797,Forge,0
1799,Campfire,0
1801,Campfire,0
1802,Campfire,0
1804,Campfire,0
1805,Campfire,0
1806,Campfire,0
1807,Campfire,0
1808,Campfire,0
1809,Campfire,0
1810,Campfire,0
1811,Campfire,0
1812,Campfire,0
1813,Campfire,0
1814,Campfire,0
1815,Campfire,0
1816,Campfire,0
1817,Campfire,0
1819,Campfire,0
1820,Campfire,0
1822,Campfire,0
1824,Campfire,0
1825,Campfire,0
1826,Campfire,0
1827,Campfire,0
1829,Campfire,0
1831,Bonfire,0
1832,Bonfire,0
1833,Campfire,0
1834,Campfire,0
1835,Campfire,0
1836,Campfire,0
1837,Campfire,0
1838,Campfire,0
1839,Campfire,0
1840,Campfire,0
1841,Campfire,0
1842,Campfire,0
1843,Campfire,0
1844,Campfire,0
1845,Campfire,0
1846,Campfire,0
1847,Campfire,0
1848,Campfire,0
1849,Campfire,0
1850,Campfire,0
1851,Campfire,0
1852,Campfire,0
1853,Campfire,0
1854,Campfire,0
1855,Campfire,0
1856,Campfire,0
1857,Campfire,0
1858,Campfire,0
1859,Campfire,0
1860,Campfire,0
1864,Campfire,0
1865,Campfire,0
1866,Campfire,0
1867,Campfire,0
1868,Campfire,0
1869,Campfire,0
1870,Campfire,0
1872,Campfire,0
1873,Campfire,0
1874,Campfire,0
1875,Campfire,0
1876,Campfire,0
1877,Campfire,0
1878,Campfire,0
1879,Campfire,0
1880,Campfire,0
1881,Campfire,0
1882,Campfire,0
1883,Bonfire,0
1884,Bonfire,0
1885,Bonfire,0
1886,Bonfire,0
1887,Bonfire,0
1891,Campfire,0
1892,Campfire,0
1893,Campfire,0
1894,Campfire,0
1895,Campfire,0
1897,Anvil,0
1898,Campfire,0
1901,Campfire,0
1902,Campfire,0
1903,Campfire,0
1904,Campfire,0
1908,Campfire,0
1909,Campfire,0
1911,Campfire,0
1914,Campfire,0
1915,Cooking Fire,0
1916,Campfire,0
1917,Campfire,0
1921,Campfire,0
1923,Campfire,0
1926,Campfire,0
1928,Bonfire,0
1936,Campfire,0
1937,Campfire,0
1939,Campfire,0
1940,Campfire,0
1941,Campfire,0
1943,Campfire,0
1944,Campfire,0
1945,Campfire,0
1946,Campfire,0
1947,Campfire,0
1948,Campfire,0
1949,Campfire,0
1950,Campfire,0
1951,Campfire,0
1952,Campfire,0
1953,Campfire,0
1954,Campfire,0
1957,Campfire,0
1958,Campfire,0
1959,Campfire,0
1960,Campfire,0
1961,Campfire,0
1962,Campfire,0
1964,Campfire,0
1967,Firepit,0
1969,Campfire,0
1970,Campfire,0
1971,Campfire,0
1972,Campfire,0
1973,Campfire,0
1975,Campfire,0
1976,Campfire,0
1977,Campfire,0
1979,Campfire,0
1981,Campfire,0
1984,Campfire,0
1985,Campfire,0
1986,Campfire,0
1987,Campfire,0
1988,Campfire,0
1989,Campfire,0
1990,Campfire,0
1991,Campfire,0
1992,Campfire,0
1997,Campfire,0
1998,Campfire,0
1999,Campfire,0
2000,Campfire,0
2001,Campfire,0
2002,Campfire,0
2005,Campfire,0
2006,Campfire,0
2010,Anvil,0
2014,Anvil,0
2015,Forge,0
2016,Tarren Mill,0
2017,Alterac Mountains,0
2018,Alterac City,0
2019,Strahnbrad,0
2020,Durnholde Keep,0
2021,Hillsbrad,0
2022,Southshore,0
2023,Strahnbrad,0
2024,Andorhal,0
2025,Alterac City,0
2026,Hillsbrad Foothills,0
2027,Andorhal,0
2028,Strahnbrad,0
2029,Alterac City,0
2030,Alterac City,0
2031,Andorhal,0
2032,Warning!!!! Plaguelands,0
2033,Agamand Mills,0
2034,Brill,0
2036,Agamand Mills,0
2037,Deathknell,0
2038,Brill,0
2039,Hidden Strongbox,0
2040,Mithril Deposit,0
2041,Liferoot,0
2042,Fadeleaf,0
2043,Khadgar's Whisker,0
2044,Dragon's Teeth,0
2045,Stranglekelp,0
2046,Goldthorn,0
2047,Truesilver Deposit,0
2048,Hillsbrad Foothills,0
2049,Gilneas,0
2050,Pyrewood Village,0
2051,Shadowfang Keep,0
2052,Ambermill,0
2053,TWO-SOLUTION TEST,0
2054,Tin Vein,0
2055,Copper Vein,0
2056,Campfire,0
2057,Campfire,0
2059,A Dwarven Corpse,0
2061,Campfire,0
2062,Campfire,0
2066,Bonfire Damage,0
2067,Serpent Ward,0
2068,Pupellyverbos Port,0
2076,Bubbling Cauldron,0
2082,Uther the Lightbringer,0
2083,Bloodsail Correspondence,0
2084,Musquash Root,0
2085,Singing Crystals,0
2086,Bloodsail Charts,0
2087,Bloodsail Orders,0
2096,Trade District,0
2098,Cathedral Square,0
2099,Cathedral Square,0
2100,Old Town,0
2101,Mage Quarter,0
2102,Cathedral Square,0
2105,Cathedral Square,0
2106,Cathedral Square,0
2108,Trade District,0
2109,Fragrant Flowers,0
2110,Cathedral Square,0
2111,Trade District,0
2112,Old Town,0
2113,Old Town,0
2115,Trade District,0
2116,Cathedral Square,0
2117,Stormwind Keep,0
2119,Old Town,0
2120,Stormwind Keep,0
2122,Trade District,0
2123,Old Town,0
2124,Mage Quarter,0
2125,Trade District,0
2127,Mage Quarter,0
2128,Trade District,0
2129,Cathedral Square,0
2131,Cathedral Square,0
2133,Trade District,0
2134,Cathedral Square,0
2136,Old Town,0
2138,The Empty Quiver,0
2139,Weller's Arsenal,0
2140,Cathedral Square,0
2141,Mage Quarter,0
2142,Goldshire,0
2143,Old Town,0
2145,Stormwind Counting House,0
2146,Everyday Merchandise,0
2150,The Silver Shield,0
2152,Pig and Whistle Tavern,0
2153,Heavy Handed Weapons,0
2154,The Protective Hide,0
2155,Honest Blades,0
2156,Limited Immunity,0
2157,Just Maces,0
2158,Righteous Plates,0
2159,City Hall,0
2160,The Argent Dawn,0
2161,Duncan's Textiles,0
2162,Stormwind Staves,0
2163,Essential Components,0
2164,The Slaughtered Lamb,0
2165,Pyrotechnics,0
2166,Alchemy Needs,0
2167,Ancient Curios,0
2169,The Blue Recluse,0
2171,Mage Quarter,0
2173,Cathedral Square,0
2175,Cathedral Square,0
2176,Trade District,0
2177,The Finest Thread,0
2178,Mage Quarter,0
2179,Cathedral Square,0
2181,Mage Quarter,0
2182,Trade District,0
2186,Cathedral Square,0
2187,Trade District,0
2189,Old Town,0
2190,Cathedral Square,0
2191,Trade District,0
2289,Ruined Lifeboat,0
2332,Barbequed Buzzard Wings,0
2333,Stranglevine Wine,0
2334,campfire,0
2335,Bonfire,0
2336,Campfire,0
2371,Headhunter Skull,0
2489,High Back Chair,0
2549,Cookie Test Chest,0
2551,Boiled Skull,0
2552,Cauldron Steam,0
2553,A Soggy Scroll,0
2554,Cortello's Riddle,0
2555,Musty Scroll,0
2556,Cortello's Treasure,0
2557,Altar of the Tides,0
2558,Test,0
2559,Maury's Lock Test Chest,0
2560,Half-Buried Bottle,0
2561,Freezing Trap,0
2562,Baked Bread,0
2563,Altar of the Tides - Focused,0
2574,Anvil,0
2575,Forge,0
2576,Altar of the Tides,0
2652,Ebenezer Rustlocke's Corpse,0
2653,Lesser Bloodstone Deposit,0
2654,Goblin Land Mine,0
2656,Waterlogged Letter,0
2657,Legends of the Earth,0
2661,Campfire,0
2663,Campfire,0
2664,Campfire,0
2665,Bonfire,0
2666,Bonfire,0
2667,Campfire,0
2670,Wetlands,0
2672,Stromgarde,0
2673,Thandol Span,0
2674,Wetlands,0
2675,Stromgarde,0
2676,Thandol Span,0
2677,Wetlands,0
2678,Hillsbrad Plains,0
2679,Stromgarde,0
2680,Hammerfall,0
2681,Hammerfall,0
2682,Stromgarde,0
2683,Hammerfall,0
2684,Stromgarde,0
2685,Refuge Pointe,0
2686,Apothecary Table,0
2687,Bottle,0
2688,Keystone,0
2689,Stone of West Binding,0
2690,Stone of Outer Binding,0
2691,Stone of East Binding,0
2692,Bottle 002,0
2693,Bottle 003,0
2694,Bottle 004,0
2695,Book,0
2696,Bucket 001,0
2697,Candlelabra 001,0
2698,Cup 001,0
2699,Blue Aura, column,0
2700,Campfire,0
2701,Iridescent Shards,0
2702,Stone of Inner Binding,0
2703,Trollbane's Tomb,0
2704,Cache of Explosives,0
2705,Shards of Myzrael,0
2707,Maiden's Folly Charts,0
2708,Spirit of Silverpine Charts,0
2709,Maiden's Folly Log,0
2710,Spirit of Silverpine Log,0
2711,Charging Stone,0
2712,Calcified Elven Gem,0
2713,Wanted Board,0
2714,Alterac Granite,0
2715,Runed Pedestal,0
2716,Trelane's Chest,0
2717,Trelane's Footlocker,0
2718,Trelane's Lockbox,0
2719,Bubbling Cauldron,0
2722,Floating Sparkles,0
2723,Bale of Hay,0
2724,Sack of Oats,0
2726,Anvil,0
2727,Forge,0
2728,Forge,0
2729,Anvil,0
2732,Campfire,0
2734,Waterlogged Chest,0
2735,TEST Bombwagon,0
2736,TEST Burning Book,0
2737,TEST Cannon,0
2738,TEST Burning Scroll,0
2739,Chest of the Black Feather,0
2740,Chest of the Raven Claw,0
2741,Chest of the Sky,0
2742,Chest of Nesting,0
2743,Carved Stone Urn,0
2744,Giant Clam,0
2843,Battered Chest,0
2844,Tattered Chest,0
2845,Tattered Chest,0
2846,Tattered Chest,0
2847,Tattered Chest,0
2849,Battered Chest,0
2850,Solid Chest,0
2851,Iron Bound Chest,0
2852,Solid Chest,0
2853,Iron Bound Chest,0
2854,Iron Bound Chest,0
2855,Solid Chest,0
2856,Iron Bound Chest,0
2857,Solid Chest,0
2861,Lethlor Aura - 0,0
2862,Lethlor Aura - 1,0
2863,Lethlor Aura - 2,0
2864,Lethlor Aura - 3,0
2865,Lethlor Aura - 4,0
2866,Firebloom,0
2867,Excavation Supply Crate,0
2868,Crumpled Map,0
2869,Ancient Chest,0
2870,Yellow aura, very tall column,0
2871,Seaworn Altar,0
2872,Enchanted Sea Kelp,0
2873,Blue aura, short column,0
2874,test lock object,0
2875,Battered Dwarven Skeleton,0
2883,Ripe Pumpkin,0
2884,Clam,0
2885,Large Crate,0
2886,Barrel,0
2887,Cauldron,0
2888,Woodpile,0
2889,Powder Keg,0
2890,Full Mine Cart,0
2891,Balia'mah Trophy Skulls,0
2892,Ziata'jai Trophy Skulls,0
2893,Zul'Mamwe Trophy Skulls,0
2895,TEST Lever,0
2903,Blue aura, short column, scale 4,0
2904,Water Well Cleansing Aura,0
2907,Water Pitcher,0
2908,Sealed Supply Crate,0
2909,Wildmane Water Pump,0
2910,Well Stone,0
2911,Stormbull Water Well,0
2912,Ambercorn,0
2913,Winterhoof Water Well,0
2914,Tribal Fire,0
2968,Bloodhoof Village,0
2969,Thunder Bluff,0
2970,Bloodhoof Village,0
2971,The Barrens,0
2972,Camp Narache,0
2973,Camp Narache,0
2974,Thunder Bluff,0
2975,Bloodhoof Village,0
2976,The Barrens,0
2977,Camp Narache,0
2978,Bloodhoof Village,0
3076,Dirt-stained Map,0
3084,Fire,0
3187,Anvil,0
3189,Attack Plan: Valley of Trials,0
3190,Attack Plan: Sen'jin Village,0
3191,Attack Plan: Razor Hill,0
3192,Attack Plan: Orgrimmar,0
3194,Bloodhoof Village,0
3195,Thunder Bluff,0
3196,Thunder Bluff,0
3197,Bloodhoof Village,0
3198,Bloodhoof Village,0
3199,The Barrens,0
3200,Campfire,0
3201,Campfire,0
3202,Grom'gol,0
3203,Arena,0
3204,Booty Bay,0
3205,Arena,0
3206,Booty Bay,0
3207,Duskwood,0
3208,Booty Bay,0
3209,Grom'Gol,0
3210,Arena,0
3211,Duskwood,0
3212,Booty Bay,0
3213,Arena,0
3214,Arena,0
3215,Grom'Gol,0
3216,Arena,0
3217,Duskwood,0
3218,Burning Seed Circle of Power,0
3219,Scott's Cannon,0
3220,Campfire,0
3221,Scott's Placed Cannon,0
3222,Anvil,0
3223,Forge,0
3225,Razor Hill,0
3226,Orgrimmar,0
3227,The Den,0
3228,The Barrens,0
3229,The Den,0
3230,Razor Hill,0
3231,Razor Hill,0
3232,Razor Hill,0
3233,The Den,0
3234,Orgrimmar,0
3235,Orgrimmar,0
3236,Gnomish Toolbox,0
3237,Imprisoned Darkspear,0
3238,Chen's Empty Keg,0
3240,Taillasher Eggs,0
3246,Campfire,0
3249,Campfire,0
3251,Campfire,0
3252,Campfire,0
3256,Campfire,0
3258,Campfire,0
3260,Campfire,0
3262,Campfire,0
3264,Campfire,0
3266,Cauldron,0
3276,Sen'jin Village,0
3286,Roaring Fire,0
3290,Stolen Supply Sack,0
3296,Scorching Fire,0
3298,Blazing Fire,0
3301,Burning Embers,0
3303,Warm Fire,0
3307,Campfire,0
3308,Bonfire,0
3310,Campfire,0
3311,Campfire,0
3314,The Barrens,0
3315,Boiling Cauldron,0
3454,Instance Portal (Raid 4 Difficulties),0
3523,TEST Circle of Flame,0
3524,The Demon Seed,0
3525,The Altar of Fire,0
3636,Campfire,0
3637,Campfire,0
3640,Laden Mushroom,0
3642,Kolkars' Booty,0
3643,Old Footlocker,0
3644,Bael Modan Flying Machine,0
3645,Ripe Watermelon,0
3646,General Twinbraid's Strongbox,0
3656,Bonfire,0
3657,Abandoned Mine Car,0
3658,Water Barrel,0
3659,Barrel of Melon Juice,0
3660,Armor Crate,0
3661,Weapon Crate,0
3662,Food Crate,0
3666,Test Goober Barrel,0
3667,Test Goober bombwagon,0
3668,Test Goober Book01,0
3669,Test Goober BookOpenMedium01,0
3670,Test Goober BookTrapArm,0
3671,Test Goober BittpmBigRed,0
3672,Test Goober Cannon01,0
3673,Test Goober Crate01,0
3674,Test Goober Crate02,0
3675,Test Goober DwarvenMemorial,0
3676,Test Goober FlyingMachine,0
3677,Test Goober JewelRed,0
3678,Test Goober LeverMetal,0
3679,Test Goober MineCar,0
3680,Test Goober RuneBlue,0
3681,Test Goober RuneGroundBlue,0
3682,Test Goober Scroll01,0
3683,Test Goober Torch01,0
3684,Test Goober Watermelon,0
3685,Silithid Mound,0
3687,Burning Shredder,0
3689,Weapon Crate,0
3690,Food Crate,0
3691,Food Crate,0
3692,Food Crate,0
3693,Food Crate,0
3694,Food Crate,0
3695,Food Crate,0
3696,Food Crate,0
3697,Food Crate,0
3698,Food Crate,0
3699,Food Crate,0
3701,Food Crate,0
3702,Armor Crate,0
3703,Armor Crate,0
3704,Weapon Crate,0
3705,Barrel of Milk,0
3706,Barrel of Sweet Nectar,0
3707,Food Crate,0
3708,Food Crate,0
3709,Food Crate,0
3710,Food Crate,0
3712,Food Crate,0
3713,Food Crate,0
3714,Alliance Strongbox,0
3715,Tattered Chest,0
3716,Campfire,0
3717,Campfire,0
3718,Campfire,0
3719,Food Crate,0
3722,Campfire,0
3723,Campfire,0
3724,Peacebloom,0
3725,Silverleaf,0
3726,Earthroot,0
3727,Mageroyal,0
3729,Briarthorn,0
3730,Bruiseweed,0
3731,Test Goober Crate01-a,0
3732,Test Goober Crate02-a,0
3734,Test Goober Fissure,0
3735,Test Goober AlchemySet01,0
3736,Test Goober Fissure -a,0
3737,Bubbling Fissure,0
3740,Bubbling Fissure,0
3743,Fissure Plant,0
3763,Copper Vein,0
3764,Tin Vein,0
3769,Potbelly Stove,0
3770,Potbelly Stove,0
3771,Potbelly Stove,0
3772,Potbelly Stove,0
3797,Cozy Fire,0
3798,Cozy Fire,0
3799,Cozy Fire,0
3800,Cozy Fire,0
3801,Cozy Fire,0
3802,Cozy Fire,0
3803,Cozy Fire,0
3804,Cozy Fire,0
3815,Warm Fire,0
3816,Warm Fire,0
3817,Blazing Fire,0
3818,Blazing Fire,0
3819,Blazing Fire,0
3825,Burning Embers,0
3826,Burning Embers,0
3827,Burning Embers,0
3828,Burning Embers,0
3829,Burning Embers,0
3830,Burning Embers,0
3831,Burning Embers,0
3832,Burning Embers,0
3833,Burning Embers,0
3834,Burning Embers,0
3835,Burning Embers,0
3836,Burning Embers,0
3837,Burning Embers,0
3838,Burning Embers,0
3839,Burning Embers,0
3840,Burning Embers,0
3841,Burning Embers,0
3842,Burning Embers,0
3843,Burning Embers,0
3844,Burning Embers,0
3845,Burning Embers,0
3847,Fierce Blaze,0
3848,Fierce Blaze,0
3849,Fierce Blaze,0
3850,Fierce Blaze,0
3851,Fierce Blaze,0
3852,Fierce Blaze,0
3853,Fierce Blaze,0
3855,Fierce Blaze,0
3856,Fierce Blaze,0
3857,Fierce Blaze,0
3858,Fierce Blaze,0
3859,Fierce Blaze,0
3860,Fierce Blaze,0
3861,Fierce Blaze,0
3863,Fierce Blaze,0
3864,Mighty Blaze,0
3865,Burning Embers,0
3866,Blazing Fire,0
3867,Mighty Blaze,0
3869,Mighty Blaze,0
3870,Mighty Blaze,0
3871,Mighty Blaze,0
3872,Mighty Blaze,0
3873,Mighty Blaze,0
3874,Blazing Fire,0
3875,Blazing Fire,0
3876,Blazing Fire,0
3877,Blazing Fire,0
3878,Blazing Fire,0
3879,Blazing Fire,0
3880,Blazing Fire,0
3881,Blazing Fire,0
3882,Blazing Fire,0
3883,Blazing Fire,0
3884,Blazing Fire,0
3885,Blazing Fire,0
3886,Blazing Fire,0
3888,Mighty Blaze,0
3890,Blazing Fire,0
3891,Mighty Blaze,0
3892,Mighty Blaze,0
3893,Mighty Blaze,0
3894,Mighty Blaze,0
3895,Mighty Blaze,0
3896,Mighty Blaze,0
3897,Mighty Blaze,0
3898,Blazing Fire,0
3899,Blazing Fire,0
3900,Blazing Fire,0
3901,Blazing Fire,0
3902,Blazing Fire,0
3903,Blazing Fire,0
3904,Blazing Fire,0
3905,Blazing Fire,0
3906,Blazing Fire,0
3907,Blazing Fire,0
3908,Blazing Fire,0
3909,Blazing Fire,0
3910,Blazing Fire,0
3911,Burning Embers,0
3912,Blazing Fire,0
3913,Blazing Fire,0
3914,Burning Embers,0
3915,Blazing Fire,0
3916,Burning Embers,0
3917,Burning Embers,0
3918,Burning Embers,0
3919,Burning Embers,0
3920,Burning Embers,0
3921,Burning Embers,0
3922,Blazing Fire,0
3923,Blazing Fire,0
3924,Blazing Fire,0
3925,Blazing Fire,0
3926,Blazing Fire,0
3927,Blazing Fire,0
3928,Blazing Fire,0
3929,Blazing Fire,0
3930,Blazing Fire,0
3931,Blazing Fire,0
3932,Blazing Fire,0
3933,Blazing Fire,0
3934,Blazing Fire,0
3936,Fierce Blaze,0
3937,Mighty Blaze,0
3938,Fierce Blaze,0
3939,Fierce Blaze,0
3940,Fierce Blaze,0
3941,Fierce Blaze,0
3942,Fierce Blaze,0
3943,Mighty Blaze,0
3944,Fierce Blaze,0
3945,Mighty Blaze,0
3946,Fierce Blaze,0
3947,Fierce Blaze,0
3948,Fierce Blaze,0
3949,Fierce Blaze,0
3950,Fierce Blaze,0
3951,Mighty Blaze,0
3952,Fierce Blaze,0
3953,Mighty Blaze,0
3954,Fierce Blaze,0
3955,Fierce Blaze,0
3956,Fierce Blaze,0
3957,Fierce Blaze,0
3958,Fierce Blaze,0
3959,Mighty Blaze,0
3960,Burning Embers,0
3961,Burning Embers,0
3962,Burning Embers,0
3963,Fierce Blaze,0
3964,Fierce Blaze,0
3965,Fierce Blaze,0
3966,Fierce Blaze,0
3967,Fierce Blaze,0
3968,Fierce Blaze,0
3972,WANTED,0
4072,Main Control Valve,0
4087,Anvil,0
4088,Anvil,0
4089,Anvil,0
4090,Forge,0
4095,Alliance Strongbox,0
4096,Tattered Chest,0
4097,Ratchet,0
4098,Durotar,0
4099,Mulgore,0
4100,Stonetalon Mountains,0
4101,Crossroads,0
4104,Ashenvale,0
4105,Dustwallow Marsh,0
4106,Thousand Needles,0
4115,The Crossroads,0
4116,Dustwallow Marsh,0
4117,Mulgore,0
4118,Thousand Needles,0
4119,Durotar,0
4120,Mulgore,0
4121,Dustwallow Marsh,0
4122,Thousand Needles,0
4123,The Crossroads,0
4132,Ashenvale,0
4133,The Crossroads,0
4134,Durotar,0
4135,The Crossroads,0
4136,Durotar,0
4137,Mulgore,0
4138,Mulgore,0
4141,Control Console,0
4148,Mithril Bound Chest,0
4149,Solid Chest,0
4166,Alchemical Implements,0
4170,Mesa Elevator,0
4171,Mesa Elevator,0
4406,Webwood Eggs,0
4608,Timberling Sprout,0
5619,Flawed Power Stone,0
5620,Flawed Power Stones,0
5621,Flawed Power Stones,0
5622,Purple aura, short column, 0.6 scale,0
6288,Campfire,0
6289,Smoldering Blaze,0
6290,Smoldering Blaze,0
6291,Smoldering Brazier,0
6292,Smoldering Brazier,0
6751,Strange Fruited Plant,0
6752,Strange Fronded Plant,0
7510,Sprouted Frond,0
